t,r1x,r1y,r1z,v1x,v1y,v1z,r2x,r2y,r2z,v2x,v2y,v2z,f,df,distance
1873.9147727672112,-3551.900203548348,5152.587232274045,-2766.85120131447,-0.8094871688032301,3.131865499508622,6.915319911288069,-1345.5152432330601,3207.9652873509776,5884.81336515343,-4.211969743157724,5.131082746973261,-3.7615562225737524,83500988.87245807,103767.65903977814,9137.887549781846
2061.3062500439323,-3625.0958514141375,5622.935548382244,-1419.9763978616663,0.03145534313533908,1.8692608084971245,7.407226139200226,-2099.799153139846,4092.7154886490725,5056.682395241211,-3.8089633451419855,4.277122871137044,-5.04496965462062,46615212.571253076,90190.96015603084,6827.533417805663
2248.697727320653,-3540.0891598670937,5847.889539594003,-10.978253506061199,0.8727286795299674,0.5224446977122578,7.575664656273066,-2762.6259669532405,4799.212825536895,4007.713102268443,-3.2393317233901633,3.235449698102737,-6.109818342249101,17854052.07991814,61039.773005098876,4225.4055521237415
2436.089204597374,-3300.323718850747,5817.193698225348,1398.487152673808,1.677007559632009,-0.8491150155239663,7.412032194103414,-3304.9467976391616,5296.372528827434,2783.454788489777,-2.5274617839537146,2.051008610702942,-6.908800704684035,2189411.41560817,21324.898268120352,1479.6659810944395
2623.4806818740954,-2916.127398926351,5531.920319297689,2746.571124937321,2.4084537404745348,-2.184489027190562,6.922918390047481,-3702.909731239998,5562.193228458095,1437.288859611655,-1.704250013473544,0.7754614053656765,-7.4059877371558684,2334162.9377662446,-22085.99163607406,1527.796759312653
2810.8721591508165,-2404.2639241202587,5004.460755093746,3974.071312448074,3.0345071078109362,-3.424309255916613,6.1298624343674275,-3938.9640469710325,5584.810451770078,28.109411312021372,-0.8058053332394076,-0.5350731952822693,-7.5787460344558255,18262725.562727742,-61664.14198204838,4273.491027570754
2998.2636364275377,-1787.1654889563415,4257.956299559916,5027.141551368998,3.5274728192834495,-4.5136808872172764,5.068230951534809,-4002.6873874562416,5363.090915019247,-1382.3004170757436,0.12819969194661082,-1.8226382798699097,-7.419028755069612,47210806.147879854,-90541.49482403186,6871.0120177365325
3185.655113704259,-1091.896267131448,3325.211387233504,5859.718502668654,3.865789509413057,-5.404759189689305,3.7853508717745967,-3891.278493981765,4906.715945147365,-2732.061492186422,1.0564287428927284,-3.0302383781873425,-6.933871147818983,84156380.99869967,-103716.98739321342,9173.678705879101
3373.04659098098,-348.9133250743285,2247.1678362966422,6435.543951215337,4.034918766905279,-6.058838960578317,2.3381040008921468,-3609.6815828237613,4235.740525070106,-3962.003917875121,1.9378866199323774,-4.104597907599252,-6.145021846486634,122696032.65930954,-98927.79332320289,11076.824123335602
3560.438068257701,409.30278776644093,1071.039060263162,6729.703032801297,4.027852440621782,-6.4478937815759085,0.7902048504422912,-3170.3378013674005,3379.656541631574,-5018.324953649896,2.733867771396613,-4.9986600349318495,-5.087755746800403,156159702.9930948,-77032.1720054314,12496.38759774579
3747.8295455344223,1149.679097987948,-151.79275601852066,6729.637527407182,3.845274052593879,-6.5555777569169855,-0.7906546564339093,-2592.588144986061,2376.025744291539,-5854.95857701575,3.4097068598775335,-5.673657553729487,-3.8090146186208496,178766489.5998029,-41844.18406471501,13370.358618967664
3935.221022811143,1839.9828943265754,-1368.0205201831207,6435.621726382333,3.495423939668623,-6.377741566932247,-2.3356760580824774,-1901.774699799517,1268.7723695074903,-6435.549260658977,3.936236704316625,-6.100666444479868,-2.3650787645495637,186620469.21397722,540.3775344971382,13660.910263008729
4122.612500087864,2450.2046492242057,-2524.7113839845942,5860.704078637101,2.993706505045221,-5.922511938476041,-3.77778444860671,-1128.0994628457893,106.23431783753934,-6734.961684678624,4.290916163447281,-6.261634092134036,-0.8189743278529023,178376931.6255573,42802.20596556697,13355.782703591629
4310.003977364586,2953.8447335614824,-3571.581875518365,5030.124690213181,2.3620540362045506,-5.209951646634746,-5.054390568008888,-305.3022145855458,-1060.9326829477234,-6740.2927045959,4.458638372767382,-6.149931608684893,0.7622257174489105,155468123.8457959,77657.03788007765,12468.685730492845
4497.395454641306,3329.0579463202766,-4463.169082908604,3980.224297050967,1.6280413057524104,-4.271280305728122,-6.1100444664761255,530.7857292778663,-2181.9151657321095,-6451.375102939364,4.432253432526433,-5.770497933288058,2.3101182440047427,121852712.87718318,99102.80924908949,11038.691628865407
4684.786931918028,3559.6080357089468,-5160.811954243781,2756.8719457803486,0.8237422284757137,-3.1476195560601643,-6.8988948278164814,1343.7614285540478,-3207.894810481222,-5880.773184803722,4.212834780417998,-5.13962317135025,3.757675971889065,83332774.95874432,103447.60412009327,9128.678708265743
4872.178409194748,3635.5842165337485,-5634.350985967222,1413.4600840638273,-0.01566063565409488,-1.8882448099058209,-7.38681532023329,2098.196682142522,-4094.1277325584433,-5053.272502171011,3.8096924397560286,-4.2843761778796,5.041939597702988,46554478.44311419,89945.0618181011,6823.084232450468
5059.5698864714695,3553.8370863686446,-5863.455835655044,8.545481412413817,-0.8534661417459012,-0.5483784070081325,-7.553028301657105,2761.1612024794695,-4801.880686412497,-4004.8677815592077,3.240105006988301,-3.2416414499040274,6.106672698611658,17862762.87378534,60926.001408003125,4226.436190667658
5246.961363748191,3318.1043377381616,-5838.503710583181,-1396.754019195727,-1.6531555838355838,0.8133704379853178,-7.391067373508298,3303.6655844321867,-5300.146252724855,-2781.262389343601,2.528723567841959,-2.056716285632594,6.904900122109315,2206900.6570382323,21398.40037083087,1485.5640871528337
5434.352841024912,2938.8164641776198,-5560.9576726894375,-2741.472109017307,-2.3800863576522837,2.137749686926968,-6.908977602779428,3701.9584555178467,-5567.051542061085,-1435.9138956957356,1.7066074968664167,-0.7814434486524989,7.401184121759642,2286905.0825620596,-21819.266041206065,1512.251659798084
5621.744318301633,2432.5958648014603,-5043.22958490548,-3967.470616430469,-3.003053240541565,3.3675891737053982,-6.12874180319005,3938.6075680049353,-5590.875471186545,-27.692515466558007,0.8098868080367788,0.5280860294439217,7.5734464955280565,18089838.751781207,-61280.9559473827,4253.215107631074
5809.135795578354,1821.4845692877118,-4308.050292324313,-5021.941941115685,-3.495612172373952,4.45031077680711,-5.085016926584596,4003.2984951564663,-5370.603313046673,1381.7439346844567,-0.1219005110131478,1.8141487661252604,7.414143867760498,46896523.724883266,-90202.5724302889,6848.103659034614
5996.527272855075,1131.951736753584,-3387.40191044616,-5859.622355819166,-3.8371021789853597,5.340077283853825,-3.8233378813314913,3893.2990595475094,-4915.97478170642,2730.7229126014454,-1.047691930337599,3.0201448159876096,6.930655252956485,83755605.8905304,-103629.23039357204,9151.808886254696
6183.9187501317965,393.73945897588993,-2321.0877387247674,-6444.634068406591,-4.013349893060747,5.999505922345655,-2.3979764222210163,3613.561230477054,-4247.019356066194,3960.32420265814,-1.9268611175265817,4.093279520584538,6.144834716920731,122339621.4575066,-99276.97710277725,11060.724273640792
6371.310227408518,-361.39578620662184,-1155.0220742802424,-6751.907753928887,-4.017082807297478,6.400946047518222,-0.8696245375983177,3176.460480825854,-3393.1122971603613,5016.988894537552,-2.7211031889569304,4.986968243874744,5.09179034096726,156032403.13421714,-77908.87509686484,12491.293092959477
6558.701704685239,-1100.995875691672,60.682802307471846,-6768.163949464977,-3.8480996368700877,6.527371632302313,0.696984098408501,2601.1994549595997,-2391.6183887966336,5854.838525818578,-3.396115060000874,5.662813939608493,3.8180413382040603,179060222.88920146,-43190.604313023876,13381.338606028974
6746.09318196196,-1793.2268461947658,1273.7663235727905,-6492.446420776532,-3.513243689069677,6.372953232838983,2.23547111212838,1912.9228031617833,-1286.211394609381,6437.606232884114,-3.9229890510595418,6.092085286341333,2.3792521591396305,187475292.7674516,-1059.5345635752833,13692.161727333329
6933.48465923868,-2408.1831720033815,2431.949993639459,-5936.203319716621,-3.02620141938941,5.943349549343701,3.6802417310436795,1141.6001619756698,-124.96335811447427,6740.119108310632,-4.2792930165858865,6.256699790267556,0.8377358221276607,179827917.9058797,41281.93448746289,13409.993210508337
7120.876136515402,-2919.1370056146884,3485.095399356272,-5122.907355598413,-2.407114528665888,5.255708018148166,4.968977019324115,320.73486332911784,1041.7082428891767,6749.3026687583915,-4.449854427844219,6.149767639671354,-0.7401321411875091,157416281.38600004,76582.49233683595,12546.56452523957
7308.267613792123,-3303.6939653322697,4387.32986947827,-4087.202114996439,-1.681965179799291,4.338309492765595,6.045195859000641,-514.0495361494036,2163.1596394491726,6464.698298890112,-4.427285546619423,5.775764494407735,-2.286518079574374,124071651.59799786,98771.02804611495,11138.74551275851
7495.659091068845,-3544.8083720461227,5099.064313751433,-2873.5662604672684,-0.881684250340811,3.2297590347138114,6.8608262549502435,-1326.49933862465,3190.641226941284,5898.4919799263835,-4.21227841464457,5.150376379510622,-3.73474108677138,85511979.41888744,103998.57141466912,9247.26875455058
7683.050568345565,-3631.6027136829784,5588.809570560881,-1534.506110797926,-0.040949897254800714,1.9776320389649396,7.378642612014734,-2081.254689657002,4079.358249590355,5075.052103605968,-3.8136692333602302,4.300013424973383,-5.021901405773083,48368282.07557491,91316.66719468999,6954.730913239916
7870.442045622286,-3559.9335778200534,5834.684820636279,-128.32049999500413,0.8033134900230114,0.6365378246418855,7.574357301982035,-2745.361432513166,4790.405770521191,4029.9736608216404,-3.24823738976023,3.260945667215917,-6.091514051363503,19045456.84230094,62867.60767201104,4364.110085951194
8057.833522899007,-3332.6532402083385,5825.512092624879,1283.4755264880325,1.6136689274566964,-0.7343496917962128,7.43813019526249,-3289.716005918118,5292.501141826434,2808.633675829809,-2.540182781297339,2.077996933839933,-6.896074427216229,2612051.660263188,23539.29544723671,1616.184290315677
8245.225000175727,-2959.5337079146293,5561.409072438651,2638.9395288045453,2.354012582666376,-2.0741475262320592,6.9752947349923655,-3690.3780030158746,5563.426721694596,1464.283345287122,-1.7202295999841397,0.8027555299079543,-7.399408998223564,1913954.6040662741,-19868.775863814702,1383.4574818426022
8432.61647745245,-2456.846024271684,5053.827476723311,3878.5440001069082,2.9913789899519885,-3.323282442867516,6.206189201918444,-3929.678071159773,5591.09302293436,55.73545551664238,-0.8243389658790697,-0.5086788052510927,-7.578609111249785,17071753.67407836,-59828.746024998865,4131.797874301012
8620.00795472917,-1846.6168721548129,4325.029835286785,4947.903139156674,3.4975535064979715,-4.426419659087331,5.165102786064535,-3997.0505125702457,5374.143572729681,-1355.2548104358793,0.10793118119646151,-1.7983105141338467,-7.425336372788476,45454804.61343358,-89405.86995708731,6742.017844342566
8807.399432005892,-1155.6105765360187,3407.043825915153,5800.227961184786,3.850372857048705,-5.3350726714786365,3.898462128047327,-3889.532875241001,4922.049090038549,-2706.7813976471457,1.0353196262546187,-3.009049085585771,-6.946334699109059,82138780.31693202,-103476.86288006256,9063.044759733453
8994.790909282612,-414.1021688198978,2340.1704394128983,6398.385435269286,4.034648955467087,-6.009735121400653,2.46246125384932,-3611.8980872157504,4254.676627660077,-3939.5942145255426,1.9168635521996058,-4.087473242801578,-6.163078096558537,120765055.92011791,-99623.07805363757,10989.315534650823
9182.182386559334,-3279.3202874581552,4593.887284144124,-3875.0633212551948,-1.4646236677469073,4.172068948208577,6.2164400796676285,104.50816768234814,1310.294218622715,6709.462319999408,-4.563757390381384,6.010011648270429,-1.1041449761056497,134264461.484135,94006.91301350236,11587.254268554523
9369.573863836054,-3480.526570195344,5270.199831681072,-2634.18860453165,-0.6746508650205267,3.0193076219153787,6.979210130000766,-746.7724084670884,2399.916459612104,6358.009594215708,-4.488797980007377,5.577038402730714,-2.633378095390141,96571566.89829737,104206.65120510252,9827.08333628536
9556.965341112777,-3530.204123549937,5717.06219017923,-1278.3339731382218,0.14669762883225226,1.7320688594581348,7.438822007803559,-1565.6083748927263,3385.2823118516044,5729.59683070797,-4.218664677348622,4.901230332823526,-4.049378379379977,58407928.008111924,96474.4725569372,7642.507965852043
9744.356818389497,-3425.842682840914,5914.458313221709,133.43734517824092,0.9632917628427459,0.3665924349156476,7.573558890888775,-2316.347700294237,4223.411477043216,4851.303731221274,-3.7645638430562305,4.011201361129996,-5.290551997562173,26348881.755000286,72099.89281368567,5133.116183664683
9931.748295666219,-3171.7407737721546,5853.335637275722,1539.3459405156848,1.7388895146161853,-1.0168123446568116,7.376322819212681,-2966.195111175717,4877.589185116069,3761.1343355237573,-3.1457023678602067,2.94501134376953,-6.30232936589962,5930673.830506904,35260.81276729518,2435.2974829590953
10119.139772942939,-2778.858988915073,5536.097763116344,2877.7030522499044,2.438931252980823,-2.356694052384737,6.855207075534002,-3486.6579015889592,5319.011780617775,2506.461791313669,-2.388657164932734,1.7487606923908303,-7.0396869097156,685925.6984012306,-7684.0831198226215,828.2063139105078
10306.531250219661,-2264.340936853959,4976.533241258021,4089.7413539698687,3.032264610068316,-3.5935054693472384,6.033169530168067,-3854.837767034235,5528.1244430345505,1142.021893830955,-1.5263572996771353,0.47470953813893396,-7.469411028924455,11522983.03637243,-49296.284778635505,3394.5519640112198
10493.922727496381,-1650.7286246249432,4199.181902735132,5122.301796296491,3.4926563268915274,-4.672514409749364,4.946837485910317,-4054.4947991759923,5495.564275593778,-272.47733615260927,-0.596673293163402,-0.821041473439677,-7.571897101201018,36562340.96648267,-82358.58195666879,6046.680160756204
10681.314204773102,-964.9230500507568,3238.185771233028,5930.225133456201,3.799984505063978,-5.546358652007059,3.6445854241068,-4076.8141494897945,5222.636460698377,-1675.0233861735096,0.3593320958119171,-2.0811903809427963,-7.342279223550966,71461715.7990173,-101141.22727021312,8453.503167268425
10868.705682049824,-236.95588637335007,2135.7065141488238,6478.330686011667,3.9410592101910207,-6.1771001790926885,2.1840947743791226,-3920.8217648392715,4721.28019942283,-3004.10400315648,1.2993773978799035,-3.250005251353204,-6.7907449492231295,110172626.72684631,-102403.15263440943,10496.314911760523
11056.097159326546,501.3573294824114,940.0101238247835,6742.9062330252755,3.9100730107584534,-6.5377234919403655,0.6296143323630518,-3593.4211959209047,4013.5201872424987,-4201.490249878908,2.1820056378814914,-4.276006121261248,-5.941989932740499,145993489.65703958,-85949.70687433306,12082.776570682732
11243.488636603266,1217.816297173596,-296.67763955642283,6712.6708739912865,3.7087190963927674,-6.61309567410255,-0.9509014368451116,-3109.0537449006283,3130.4403682532347,-5214.841351282908,2.9685349824452776,-5.114350032934702,-4.833881001031666,172732490.08451802,-54653.34486655621,13142.773302637386
11430.880113879986,1881.2297165444656,-1520.4490789589393,6389.199779805935,3.3460247401214405,-6.400440921193068,-2.488665329262045,-2489.0126095832047,2110.750853275055,-5999.9968844863415,3.6247817179378004,-5.7287687487670675,-3.515488741429838,185776824.92344484,-13942.2575966867,13629.997245907456
11618.271591156708,2462.7541797300346,-2678.039727140667,5786.8144106924865,2.8379350074390555,-5.909375723533503,-3.9168890675001875,-1760.4624514428006,999.0397332914035,-6522.857212158789,4.122472031829102,-6.092989175909832,-2.044696178099778,182884487.53457615,29146.119062309484,13523.479120942811
11805.663068433429,2937.1329578907516,-3719.120589743285,4931.948341154585,2.206658141243728,-5.161517158053617,-5.173545758393432,-955.2260096491556,-156.192829387904,-6760.791712910216,4.440316664531995,-6.191643247965626,-0.4855800863755808,164565082.5296307,67179.62961124082,12828.292268639294
11993.05454571015,3283.7895263981013,-4598.475759917178,3862.004947373236,1.479765949814526,-4.189641033291932,-6.204017698404161,-108.39974953578947,-1304.6272991566966,-6703.546710304926,4.564766603729677,-6.020722877307088,1.094291979643529,133987267.59728086,93606.88016504115,11575.28693369114
12180.446022986871,3487.7289268113077,-5277.977345402888,2623.7360274903485,0.689042346443922,-3.0363536389191634,-6.963536475724636,743.1450073318812,-2396.26525735467,-6353.645279067285,4.490485535777704,-5.5876445906493375,2.626575462570166,96430380.5727987,103879.5574666319,9819.897177302759
12367.837500263593,3540.2004694179473,-5728.26433546556,1271.1931865722445,-0.13090519354906371,-1.7522641512229906,-7.419270706641045,1562.3251119949987,-3383.5487630772327,-5726.279299206777,4.220563943784294,-4.910961928717263,4.044854022735141,58374303.23413572,96232.8088100261,7640.3077970809345
12555.228977540313,3439.0815000642388,-5930.034624939868,-136.6656782234526,-0.9442192547541035,-0.393701357473803,-7.551889758545695,2313.424484684887,-4223.392771995684,-4848.695570612892,3.766470383586824,-4.0197201426287394,5.287332153157006,26382955.837265145,71989.73369994514,5136.434155838576
12742.620454817035,3188.9556589293456,-5874.874576832167,-1538.601034003998,-1.715459717513987,0.9799096091165793,-7.356448542146227,2963.6367272187877,-4879.060091435086,-3759.0806747467345,3.147704889650254,-2.9524121926803777,6.299481561001157,5972944.945266833,35334.340834935625,2443.960913203571
12930.011932093756,2800.879117394116,-5565.578621058285,-2873.8101261287316,-2.4112464816344916,2.308832625067728,-6.842500817973464,3484.5110173404673,-5321.799496210043,-2504.961019420437,2.3911054384598938,-1.7554890205663047,7.03654666234274,662830.4998555399,-7411.518458547343,814.1440289380865
13117.403409370478,2291.8511062085595,-5015.9482200992015,-4084.5931330722783,-3.0017563783713546,3.535760232925473,-6.033440711205185,3853.2324600856036,-5532.1612880866605,-1141.1585703935168,1.5297720332105107,-0.48140981540877203,7.46574957575424,11368194.68856785,-48883.14290049973,3371.6753533766932
13304.794886647198,1684.0258845658957,-4250.097709569238,-5118.8303517405175,-3.4619756311454513,4.608313444521118,-4.965167168078442,4053.664944745332,-5500.907643555856,272.6230629253493,0.6016141993117218,0.8137171951411677,7.567996811742659,36247484.68899993,-81947.52960656577,6020.5884005635135
13492.18636392392,1003.7178921171668,-3301.326126881792,-5932.158585514641,-3.7726510320202533,5.481160729860929,-3.6842357023909016,4077.090941506187,-5229.451809066563,1674.4705724313026,-0.35241490744060766,2.072776357143827,7.338900198389534,71024097.69352467,-100932.36192650009,8427.579586899472
13679.57784120064,280.25786336197984,-2210.633411438795,-6489.768577120411,-3.9209308475129423,6.117690616421708,-2.245686763173285,3922.5999087253417,-4729.7902927023115,3003.049381058809,-1.2902794598570995,3.2403794966790054,6.788987565593945,109726399.75496897,-102594.64897721054,10475.036981078825
13866.96931847736,-455.24449677024194,-1024.9645287072644,-6767.778954834714,-3.900725570847359,6.491245563270861,-0.7107166701681081,3597.102820083677,-4023.9307081615716,4200.352774723054,-2.1708643877284106,4.265479584633282,5.94307889868844,145715230.5588558,-86664.70151802231,12071.256378639955
14054.360795754083,-1171.1833084194009,204.74121175212778,-6754.167855934811,-3.712837646831351,6.585973065241997,0.8557020523000567,3114.9796061640786,-3142.8568487807374,5214.261730671035,-2.955866811823516,5.1036693538423314,4.838911740678311,172820912.0747763,-55879.42203387541,13146.136773774122
14241.752273030803,-1836.7457138009747,1425.6300986150084,-6449.256781744177,-3.3649040730395696,6.397359719371999,2.3872145449791997,2497.392761795756,-2125.103653281669,6000.789584013513,-3.611451815917771,5.719031328561768,3.5251832931245333,186396121.0120225,-15507.755130832344,13652.696474031147
14429.143750307525,-2423.174431510315,2585.0876143299756,-5865.742827357475,-2.871170744246142,5.93248542947875,3.818509189643621,1771.3187928452583,-1015.0323381268464,6525.92120680069,-4.109601270366632,6.085485315630409,2.059212668916797,184107974.61669156,27546.017814815892,13568.63937971275
14616.535227584245,-2904.971114439588,3632.9123061070236,-5028.270351034993,-2.252084090526017,5.209981992480649,5.087807897414907,968.3571912952636,139.10103591574304,6766.993536588669,-4.429140235141483,6.1876521555801975,0.5044092177201753,166337639.53440127,65910.64515166526,12897.195025834155
14803.926704860967,-3261.002702808686,4523.448594536075,-3972.52939362713,-1.5336588453221924,4.259626302974804,6.1394229803208304,123.37538271452112,1287.198408306134,6713.594083054853,-4.556466300215211,6.021296041540285,-1.0723249415910288,136120565.2525369,92997.15610285912,11667.071837120782
14991.318182137687,-3475.464392278147,5217.601059380899,-2743.8737628195145,-0.7465738738799077,3.1214682894763266,6.926313554920129,-726.9583641084992,2379.4213833727626,6367.971362052927,-4.486021146532454,5.593411470313001,-2.603201025300166,98635270.83985223,104125.17323718675,9931.529128983726
15178.70965941441,-3538.6453107174684,5684.634576938715,-1395.4717366250936,0.07503235171552049,1.8444053484728238,7.41249159441724,-1545.7084448325752,3368.2789690996065,5744.95648639459,-4.220529449485834,4.921989857486492,-4.022154818007607,60323015.86146682,97337.83557288282,7766.789289112125
15366.10113669113,-3447.441362339416,5903.652795446667,13.963283155696644,0.8950514490713317,0.484172317743335,7.575062445754439,-2297.2280470342307,4210.640840678069,4871.393896766014,-3.7709978012297887,4.035453343133887,-5.267473296597563,27783912.315733444,73761.03947958053,5271.044708189586
15553.492613967852,-3205.567518675992,5864.649468897474,1422.7719562335312,1.6771090983524972,-0.899193850140656,7.405664991244109,-2948.689483210908,4869.60931510156,3785.0797173464643,-3.156432610277204,2.9717040117346687,-6.28441464183514,6636589.190984995,37433.51086973724,2576.1578350297164
15740.884091244572,-2823.439919119258,5569.047172479945,2769.1464917854883,2.3863619715018958,-2.2442586444256056,6.9111167591350595,-3471.530703354793,5316.172138130153,2533.216142152499,-2.403218744848974,1.7767273462030393,-7.0277339924781845,539630.577486384,-5375.874083429148,734.5955196476384
15928.275568521294,-2317.7239573011484,5029.674487218176,3993.9661693264566,2.9912380491503896,-3.4912345890900403,6.113162868157327,-3842.749652819191,5530.549022485497,1170.4134963007486,-1.544111812755219,0.5027195965534186,-7.46395525309087,10549028.369420163,-47252.70318741952,3247.9267801814995
16115.667045798014,-1710.5728480306066,4270.179072181599,5043.502578365247,3.4649746218762156,-4.584911138777591,5.047349106435478,-4045.972702271052,5503.144911864072,-243.69353288998553,-0.6168374997674606,-0.794225411845276,-7.573182182480382,34928739.959882654,-80933.67339693393,5910.054141874053
16303.058523074735,-1028.6058084263254,3323.9201156895765,5871.841019303673,3.7868431297465697,-5.477244819761634,3.7611526666207595,-4072.2275081048983,5235.037112904731,-1647.109590101654,0.3376491126719626,-2.056753155405401,-7.350243736995338,69450619.49447569,-100581.04227566716,8333.703828099226
16490.450000351455,-301.690993884085,2232.4197427853105,6442.8973393861725,3.9430038275395116,-6.129457581305147,2.311576276276242,-3920.3663046332713,4737.952224065482,-2978.282485922428,1.27713126947426,-3.229022022786986,-6.805026179006348,108131133.32017748,-102803.21383626894,10398.61208624389
16677.84147762818,438.39626334631754,1043.473105930333,6731.950650899425,3.926987820025145,-6.513580915583848,0.7624258524487274,-3597.111041778606,4033.7277430501954,-4178.888579645891,2.160171364719641,-4.259392051409442,-5.961944573965365,144273354.71934018,-87239.12406547938,12011.38437980153
16865.2329549049,1159.3729860168153,-190.97910325002871,6726.650981109721,3.7398421164843603,-6.613458620051303,-0.8185461510819859,-3116.72198555893,3153.2943290924795,-5196.442889249254,2.9480625821620823,-5.102820255683924,-4.858620046802871,171629320.43759906,-56607.89253501024,13100.737400528225
17052.62443218162,1829.8473570924493,-1417.1189806088544,6427.489048009049,3.389985739757349,-6.425259698911188,-2.362515112629148,-2500.3198657247094,2135.2491015129262,-5986.5988381208035,3.6065555096789472,-5.722810446947936,-3.5439225193465713,185479245.21299356,-16223.670359131866,13619.076518361793
17240.01590945834,2420.6666151012473,-2581.573962878124,5847.730956324604,2.8928136015650994,-5.957549539475428,-3.8024200142960103,-1774.912604545595,1024.1115372613697,-6515.03774060444,4.107275080729663,-6.092845785128922,-2.0755852580147356,183441902.76801726,26931.663725943763,13544.0726064215
17427.407386735063,2906.1685502020514,-3633.713225771369,5012.827565619579,2.270061604366519,-5.230935167629448,-5.075732342260185,-972.1880696588711,-131.64051749546758,-6758.886841168868,4.428800817508504,-6.19730946755897,-0.5175886004372728,165879423.39986062,65413.839933434356,12879.41859712078
17614.798864011784,3265.2914878631104,-4527.836689220835,3959.314108995121,1.5489272363357403,-4.277263793171775,-6.127115700851088,-127.13483162763336,-1281.6634778897992,-6707.637290761642,4.557427861108102,-6.031948642273893,1.0625426283877877,135830049.01590952,92593.86363201334,11654.614923536063
17802.190341288504,3482.4959036584714,-5225.169263667871,2733.2276754096038,0.7609379059552882,-3.1383381831272845,-6.91088778277396,723.4525612904937,-2375.889969226431,-6363.553997365162,4.487644419495975,-5.603946487186525,2.5964531223194376,98482149.46492866,103793.55598637815,9923.817282927404
17989.581818565224,3548.4508668070043,-5695.567293245208,1388.0920798953714,-0.0594208476134661,-1.864132456775759,-7.3931438991948655,1542.5334050736158,-3366.6509672031807,-5741.577691587186,4.222350987485366,-4.931641429080677,4.017662388590841,60279747.16738415,97088.13327533314,7764.003295168295
18176.973295841948,3460.4441326789292,-5918.845829623668,-17.450307106023217,-0.8762687151933387,-0.5105461408210606,-7.553371247667818,2294.3975586295396,-4210.712293178551,-4868.721048282015,3.772817602513018,-4.043888991372271,5.264257449101004,27812212.595371075,73638.25965989883,5273.728528789767
18364.36477311867,3222.4877863211195,-5885.6493604534835,-1422.248532965996,-1.653997046841638,0.8631940835988036,-7.385395758480998,2946.2071300864195,-4871.155062646938,-3782.963461447094,3.1583446944677247,-2.9790257819225703,6.281540359172282,6678504.654844985,37491.207198346645,2584.2802972674976
